,n_comprobante,fecha,cliente,codigo,cantidad,descripcion,p_unitario,iva,precio_final
11470,B 0003- 00183198,24/02/2023,Cliente: Consumidor Final (1),912,1,Fanta Zero1500cc,470.0,21.0,470.0
11471,B 0003- 00183199,24/02/2023,Cliente: Consumidor Final (1),6775,1,7up 500cc,210.0,21.0,210.0
11472,B 0003- 00183199,24/02/2023,Cliente: Consumidor Final (1),1514,1,Triple Miga Chico Migamax,380.0,21.0,380.0
11473,B 0003- 00183200,24/02/2023,Cliente: Consumidor Final (1),983,2,Quilmes Lata 473cc,320.0,21.0,640.0
11474,B 0003- 00183201,24/02/2023,Cliente: Consumidor Final (1),1,10,Caramelos (alka 3*10 super 2*10 butter 30),10.0,21.0,100.0
11475,B 0003- 00183202,24/02/2023,Cliente: Consumidor Final (1),1519,1,Pack x4 Triples Migamax,450.0,21.0,450.0
11476,B 0003- 00183203,24/02/2023,Cliente: QR Nico (21),896,1,Coca Cola 500cc,230.0,21.0,230.0
11477,B 0003- 00183203,24/02/2023,Cliente: QR Nico (21),1521,1,Carlitos Migamax,450.0,21.0,450.0
11478,B 0003- 00183204,24/02/2023,Cliente: Consumidor Final (1),2,1,Cigarrillos Suelto lucky,30.0,21.0,30.0
11479,B 0003- 00183204,24/02/2023,Cliente: Consumidor Final (1),7895277,1,Papelillos Cliper Negro,100.0,21.0,100.0
11480,B 0003- 00183205,24/02/2023,Cliente: QR Nico (21),1518,1,Bandeja x12 simples Migamax,540.0,21.0,540.0
11481,B 0003- 00183205,24/02/2023,Cliente: QR Nico (21),6262,1,Coca Cola Lata 310 cc,185.0,21.0,185.0
11482,B 0003- 00183205,24/02/2023,Cliente: QR Nico (21),3512,1,Topline 7 Menta,110.0,21.0,110.0
11483,B 0003- 00183205,24/02/2023,Cliente: QR Nico (21),15,1,Adicional desayuno,5.0,21.0,5.0
11484,B 0003- 00183206,24/02/2023,Cliente: Consumidor Final (1),910,2,Fanta 500 cc,220.0,21.0,440.0
11485,B 0003- 00183207,24/02/2023,Cliente: Consumidor Final (1),9540449,1,Cepita Naranja 1l,350.0,21.0,350.0
11486,B 0003- 00183207,24/02/2023,Cliente: Consumidor Final (1),974,1,yogur con cereal clasico serenisima,250.0,21.0,250.0
11487,B 0003- 00183208,24/02/2023,Cliente: QR Nico (21),500,300,carga virtual,1.0,21.0,300.0
11488,B 0003- 00183208,24/02/2023,Cliente: QR Nico (21),500,1600,carga virtual,1.0,21.0,1600.0
11489,B 0003- 00183208,24/02/2023,Cliente: QR Nico (21),3502,1,Cafe jarra,190.0,21.0,190.0
11490,B 0003- 00183208,24/02/2023,Cliente: QR Nico (21),9541010,1,papas Tryms con pimienta y sal marina 60g,230.0,21.0,230.0
11491,B 0003- 00183209,24/02/2023,Cliente: Consumidor Final (1),2,2,Cigarrillos Suelto lucky,30.0,21.0,60.0
11492,B 0003- 00183210,24/02/2023,Cliente: Consumidor Final (1),899,1,Coca Cola 1500 cc,520.0,21.0,520.0
11493,B 0003- 00183210,24/02/2023,Cliente: Consumidor Final (1),7894758,1,soda social SIFON descartable,240.0,21.0,240.0
11494,B 0003- 00183211,24/02/2023,Cliente: Consumidor Final (1),982,2,Quilmes Cristal 1L,580.0,21.0,1160.0
11495,B 0003- 00183212,24/02/2023,Cliente: Consumidor Final (1),7895075,1,Levite Pomelo 500ml,190.0,21.0,190.0
11496,B 0003- 00183213,24/02/2023,Cliente: Consumidor Final (1),9540735,1,Lucky box convertible 20,540.0,21.0,540.0
11497,B 0003- 00183214,24/02/2023,Cliente: Consumidor Final (1),7893486,2,Turron Nevares,50.0,21.0,100.0
11498,B 0003- 00183214,24/02/2023,Cliente: Consumidor Final (1),3647,1,lucky clic cool 12,310.0,21.0,310.0
11499,B 0003- 00183214,24/02/2023,Cliente: Consumidor Final (1),1,2,Caramelos (alka 3*10 super 2*10 butter 30),10.0,21.0,20.0
11500,B 0003- 00183215,24/02/2023,Cliente: Consumidor Final (1),6262,1,Coca Cola Lata 310 cc,185.0,21.0,185.0
11501,B 0003- 00183215,24/02/2023,Cliente: Consumidor Final (1),3021,1,"sanguche milanesa jamon, queso casero",470.0,21.0,470.0
11502,B 0003- 00183216,24/02/2023,Cliente: Consumidor Final (1),6394,1,Liverpool,250.0,21.0,250.0
11503,B 0003- 00183217,24/02/2023,Cliente: QR Nico (21),7893711,1,energizante monster 473 cc,420.0,21.0,420.0
11504,B 0003- 00183217,24/02/2023,Cliente: QR Nico (21),3021,1,"sanguche milanesa jamon, queso casero",470.0,21.0,470.0
11505,B 0003- 00183218,24/02/2023,Cliente: Consumidor Final (1),7895144,1,Tregar Descremado Cereales,220.0,21.0,220.0
11506,B 0003- 00183219,24/02/2023,Cliente: Consumidor Final (1),9540735,1,Lucky box convertible 20,540.0,21.0,540.0
11507,B 0003- 00183220,24/02/2023,Cliente: QR Nico (21),903,1,coca cola retornable 2000,510.0,21.0,510.0
11508,B 0003- 00183221,24/02/2023,Cliente: Consumidor Final (1),9541100,1,Dulce leche buen humor,190.0,21.0,190.0
11509,B 0003- 00183222,24/02/2023,Cliente: Consumidor Final (1),916,1,Powerade Manzana 500cc,280.0,21.0,280.0
11510,B 0003- 00183223,24/02/2023,Cliente: Consumidor Final (1),9541127,1,Monster watermelon,420.0,21.0,420.0
11511,B 0003- 00183224,24/02/2023,Cliente: Consumidor Final (1),9541077,1,vinagre de alcohol zanoni 500ml,150.0,21.0,150.0
11512,B 0003- 00183225,24/02/2023,Cliente: Consumidor Final (1),941,1,Levite Pomelo 1500cc,380.0,21.0,380.0
11513,B 0003- 00183225,24/02/2023,Cliente: Consumidor Final (1),1516,1,Triple Grande Migamax,450.0,21.0,450.0
11514,B 0003- 00183226,24/02/2023,Cliente: Consumidor Final (1),14,1,Lucky Strike 12,310.0,10.5,310.0
11515,B 0003- 00183227,24/02/2023,Cliente: Consumidor Final (1),6067,1,Encendedor Maxi Bic,300.0,21.0,300.0
11516,B 0003- 00183228,24/02/2023,Cliente: Consumidor Final (1),1512,1,Pebete Salame y Queso Migamax,390.0,21.0,390.0
11517,B 0003- 00183229,24/02/2023,Cliente: Consumidor Final (1),1659,1,Citric naranja 500cc,310.0,21.0,310.0
11518,B 0003- 00183229,24/02/2023,Cliente: Consumidor Final (1),7893671,1,fit mix  granola  bolsita,295.0,21.0,295.0
11519,B 0003- 00183230,24/02/2023,Cliente: Consumidor Final (1),6375,1,Tabaco Lucky original,850.0,21.0,850.0
11520,B 0003- 00183231,24/02/2023,Cliente: Consumidor Final (1),127,1,Halls cherry,115.0,21.0,115.0
11521,B 0003- 00183232,24/02/2023,Cliente: Consumidor Final (1),112,1,Rhodesia,125.0,21.0,125.0
11522,B 0003- 00183232,24/02/2023,Cliente: Consumidor Final (1),1589,1,TURRON ARCOR,50.0,21.0,50.0
11523,B 0003- 00183233,24/02/2023,Cliente: QR Nico (21),84,1,Alfajor Aguila Minitorta Clasica,220.0,21.0,220.0
11524,B 0003- 00183234,24/02/2023,Cliente: Consumidor Final (1),143,1,Celulosa zeus 100% natural x50,220.0,21.0,220.0
11525,B 0003- 00183235,24/02/2023,Cliente: Consumidor Final (1),7894501,1,Pepsi lata,140.0,21.0,140.0
11526,B 0003- 00183236,24/02/2023,Cliente: Consumidor Final (1),898,1,Coca Cola 1250cc Retornable,390.0,21.0,390.0
11527,B 0003- 00183237,24/02/2023,Cliente: Consumidor Final (1),896,1,Coca Cola 500cc,230.0,21.0,230.0
11528,B 0003- 00183238,24/02/2023,Cliente: Consumidor Final (1),9540451,1,Agua sierra de los padres 600ml,150.0,21.0,150.0
11529,B 0003- 00183239,24/02/2023,Cliente: Consumidor Final (1),7898291,1,Cynar Orig 700,1540.0,21.0,1540.0
11530,B 0003- 00183239,24/02/2023,Cliente: Consumidor Final (1),7791748,1,Schweppes Agua Tonica 1500 cc,520.0,21.0,520.0
11531,B 0003- 00183240,24/02/2023,Cliente: Consumidor Final (1),905,1,Sprite 500cc,220.0,21.0,220.0
11532,B 0003- 00183241,24/02/2023,Cliente: QR Nico (21),6146,1,aguantadora,360.0,21.0,360.0
11533,B 0003- 00183241,24/02/2023,Cliente: QR Nico (21),7893753,1,Brahma lata 473ml,320.0,21.0,320.0
11534,B 0003- 00183241,24/02/2023,Cliente: QR Nico (21),297,1,Mani Pedrin Pelados Salados 150g,300.0,21.0,300.0
11535,B 0003- 00183241,24/02/2023,Cliente: QR Nico (21),9540504,1,Macucas Chocolate 110g,210.0,21.0,210.0
11536,B 0003- 00183242,24/02/2023,Cliente: Consumidor Final (1),9541132,1,levite mango cero 1500ml,380.0,21.0,380.0
11537,B 0003- 00183243,24/02/2023,Cliente: Consumidor Final (1),6110,1,Lavandina en gel vim 700ml,310.0,21.0,310.0
11538,B 0003- 00183244,24/02/2023,Cliente: Consumidor Final (1),898,1,Coca Cola 1250cc Retornable,390.0,21.0,390.0
11539,B 0003- 00183245,24/02/2023,Cliente: Consumidor Final (1),7791652,1,Beldent Frutilla,110.0,21.0,110.0
11540,B 0003- 00183246,24/02/2023,Cliente: Consumidor Final (1),7894295,2,Leche entera la serenisima,350.0,21.0,700.0
11541,B 0003- 00183247,24/02/2023,Cliente: Consumidor Final (1),903,1,coca cola retornable 2000,510.0,21.0,510.0
11542,B 0003- 00183248,24/02/2023,Cliente: Consumidor Final (1),7895050,1,Nesquik mix de cacoas 200ml,240.0,21.0,240.0
11543,B 0003- 00183248,24/02/2023,Cliente: Consumidor Final (1),99,1,Alfajor Fantoche Triple Chocolate,155.0,21.0,155.0
11544,B 0003- 00183249,24/02/2023,Cliente: Consumidor Final (1),6804,1,Levite Manzana 500,190.0,21.0,190.0
11545,B 0003- 00183250,24/02/2023,Cliente: Consumidor Final (1),1645,1,Pepsi 500cc,210.0,21.0,210.0
11546,B 0003- 00183251,24/02/2023,Cliente: Consumidor Final (1),9540451,1,Agua sierra de los padres 600ml,150.0,21.0,150.0
11547,B 0003- 00183252,24/02/2023,Cliente: Consumidor Final (1),6600,1,"Levite Manzana Cero 1,5 lt",390.0,21.0,390.0
11548,B 0003- 00183252,24/02/2023,Cliente: Consumidor Final (1),1,14,Caramelos (alka 3*10 super 2*10 butter 30),10.0,21.0,140.0
11549,B 0003- 00183253,24/02/2023,Cliente: Consumidor Final (1),20,1,Marlboro 10,350.0,10.5,350.0
11550,B 0003- 00183254,24/02/2023,Cliente: Consumidor Final (1),1,15,Caramelos (alka 3*10 super 2*10 butter 30),10.0,21.0,150.0
11551,B 0003- 00183254,24/02/2023,Cliente: Consumidor Final (1),1519,1,Pack x4 Triples Migamax,460.0,21.0,460.0
11552,B 0003- 00183254,24/02/2023,Cliente: Consumidor Final (1),3502,1,Cafe jarra,190.0,21.0,190.0
11553,B 0003- 00183254,24/02/2023,Cliente: Consumidor Final (1),3503,1,Cafe doble o con leche,210.0,21.0,210.0
11554,B 0003- 00183255,24/02/2023,Cliente: Consumidor Final (1),7894735,1,Santa Fe Lata 473cc,350.0,21.0,350.0
11555,B 0003- 00183256,24/02/2023,Cliente: Consumidor Final (1),21,1,Philip Morris KS,490.0,10.5,490.0
11556,B 0003- 00183257,24/02/2023,Cliente: Consumidor Final (1),2,1,Cigarrillos Suelto lucky,30.0,21.0,30.0
11557,B 0003- 00183258,24/02/2023,Cliente: Consumidor Final (1),3502,1,Cafe jarra,190.0,21.0,190.0
11558,B 0003- 00183258,24/02/2023,Cliente: Consumidor Final (1),7894501,1,Pepsi lata,140.0,21.0,140.0
11559,B 0003- 00183259,24/02/2023,Cliente: Consumidor Final (1),1,6,Caramelos (alka 3*10 super 2*10 butter 30),10.0,21.0,60.0
11560,B 0003- 00183260,24/02/2023,Cliente: Consumidor Final (1),3647,1,lucky clic cool 12,310.0,21.0,310.0
11561,B 0003- 00183261,24/02/2023,Cliente: Consumidor Final (1),7898328,1,L&M LM red crafted box,420.0,21.0,420.0
11562,B 0003- 00183262,24/02/2023,Cliente: Consumidor Final (1),14,1,Lucky Strike 12,310.0,10.5,310.0
11563,B 0003- 00183262,24/02/2023,Cliente: Consumidor Final (1),7895179,1,CIGARRILOS PIER BOX,250.0,21.0,250.0
11564,B 0003- 00183263,24/02/2023,Cliente: Consumidor Final (1),9540425,1,Paso de los toros Tonica Lata 269ml,120.0,21.0,120.0
11565,B 0003- 00183264,24/02/2023,Cliente: Consumidor Final (1),195,1,Cereal Mix Yoghurt Frutilla Light,140.0,21.0,140.0
11566,B 0003- 00183264,24/02/2023,Cliente: Consumidor Final (1),3534,1,Mana Livianas Vainillas,190.0,21.0,190.0
11567,B 0003- 00183265,24/02/2023,Cliente: Consumidor Final (1),6262,1,Coca Cola Lata 310 cc,185.0,21.0,185.0
11568,B 0003- 00183266,24/02/2023,Cliente: Consumidor Final (1),9540415,3,Corona 710cm Grande,810.0,21.0,2430.0
11569,B 0003- 00183267,24/02/2023,Cliente: Consumidor Final (1),6394,1,Liverpool,250.0,21.0,250.0
11570,B 0003- 00183267,24/02/2023,Cliente: Consumidor Final (1),9540793,1,mirinda lata 354ml,140.0,21.0,140.0
11571,B 0003- 00183268,24/02/2023,Cliente: Consumidor Final (1),919,1,H2O Citrus 500cc,190.0,21.0,190.0
11572,B 0003- 00183268,24/02/2023,Cliente: Consumidor Final (1),3503,1,Cafe doble o con leche,210.0,21.0,210.0
11573,B 0003- 00183269,24/02/2023,Cliente: Consumidor Final (1),6311,1,agua sierra de los padres 2L,260.0,21.0,260.0
11574,B 0003- 00183269,24/02/2023,Cliente: Consumidor Final (1),896,1,Coca Cola 500cc,230.0,21.0,230.0
11575,B 0003- 00183270,24/02/2023,Cliente: Billetera (23),1519,1,Pack x4 Triples Migamax,460.0,21.0,460.0
11576,B 0003- 00183271,24/02/2023,Cliente: Consumidor Final (1),982,1,Quilmes Cristal 1L,580.0,21.0,580.0
11577,B 0003- 00183272,24/02/2023,Cliente: Consumidor Final (1),7894771,1,Mirinda 250cc,175.0,21.0,175.0
11578,B 0003- 00183273,24/02/2023,Cliente: Consumidor Final (1),898,1,Coca Cola 1250cc Retornable,390.0,21.0,390.0
11579,B 0003- 00183274,24/02/2023,Cliente: Consumidor Final (1),2,3,Cigarrillos Suelto lucky,30.0,21.0,90.0
11580,B 0003- 00183275,24/02/2023,Cliente: Billetera (23),1669,1,yogur firme vainilla  190g,195.0,21.0,195.0
11581,B 0003- 00183275,24/02/2023,Cliente: Billetera (23),7791346,1,Coca cola Zero 2L retornable,440.0,21.0,440.0
11582,B 0003- 00183275,24/02/2023,Cliente: Billetera (23),9540778,1,Oreo Clasica 118grs,350.0,21.0,350.0
11583,B 0003- 00183276,24/02/2023,Cliente: Consumidor Final (1),23,1,Parliament Box,670.0,21.0,670.0
11584,B 0003- 00183277,24/02/2023,Cliente: Consumidor Final (1),21,1,Philip Morris KS,490.0,10.5,490.0
11585,B 0003- 00183278,24/02/2023,Cliente: Consumidor Final (1),3517,1,Encendedor Candela,110.0,21.0,110.0
11586,B 0003- 00183279,24/02/2023,Cliente: Consumidor Final (1),24,1,Marlboro Gold,620.0,10.5,620.0
11587,B 0003- 00183280,24/02/2023,Cliente: Consumidor Final (1),20,1,Marlboro 10,350.0,10.5,350.0
11588,B 0003- 00183281,24/02/2023,Cliente: Consumidor Final (1),919,1,H2O Citrus 500cc,190.0,21.0,190.0
11589,B 0003- 00183282,24/02/2023,Cliente: Consumidor Final (1),7895179,1,CIGARRILOS PIER BOX,250.0,21.0,250.0
11590,B 0003- 00183283,24/02/2023,Cliente: Consumidor Final (1),9540735,1,Lucky box convertible 20,540.0,21.0,540.0
11591,B 0003- 00183284,24/02/2023,Cliente: Consumidor Final (1),7791748,1,Schweppes Agua Tonica 1500 cc,520.0,21.0,520.0
11592,B 0003- 00183285,24/02/2023,Cliente: Consumidor Final (1),128,6,CERVEZA SANTA FE LITRO,600.0,21.0,3600.0
11593,B 0003- 00183285,24/02/2023,Cliente: Consumidor Final (1),3021,2,"sanguche milanesa jamon, queso casero",470.0,21.0,940.0
11594,B 0003- 00183286,24/02/2023,Cliente: Consumidor Final (1),6162,1,Pure de Tomate La Huerta grande 530g,170.0,21.0,170.0
11595,B 0003- 00183287,24/02/2023,Cliente: Consumidor Final (1),172,2,Cofler Block x 110g,450.0,21.0,900.0
11596,B 0003- 00183287,24/02/2023,Cliente: Consumidor Final (1),6017,2,papas lays x 94 grs,570.0,21.0,1140.0
11597,B 0003- 00183287,24/02/2023,Cliente: Consumidor Final (1),1537,1,opera 92gr,230.0,21.0,230.0
11598,B 0003- 00183287,24/02/2023,Cliente: Consumidor Final (1),9540603,2,Mogul Extreme Sandia,150.0,21.0,300.0
11599,B 0003- 00183288,24/02/2023,Cliente: Consumidor Final (1),1516,1,Triple Grande Migamax,450.0,21.0,450.0
11600,B 0003- 00183289,24/02/2023,Cliente: Consumidor Final (1),3544,1,Gatorade Manzana 500cc,360.0,21.0,360.0
11601,B 0003- 00183290,24/02/2023,Cliente: Consumidor Final (1),7893575,2,Lata Heineken 473 cm3,510.0,21.0,1020.0
11602,B 0003- 00183290,24/02/2023,Cliente: Consumidor Final (1),2,1,Cigarrillos Suelto lucky,30.0,21.0,30.0
11603,B 0003- 00183291,24/02/2023,Cliente: Consumidor Final (1),260,1,levite pera zero 500cc,190.0,21.0,190.0
11604,B 0003- 00183291,24/02/2023,Cliente: Consumidor Final (1),23,1,Parliament Box,670.0,21.0,670.0
11605,B 0003- 00183291,24/02/2023,Cliente: Consumidor Final (1),1038,1,Gatorade Cool Blue 500cc,370.0,21.0,370.0
11606,B 0003- 00183291,24/02/2023,Cliente: Consumidor Final (1),6804,1,Levite Manzana 500,190.0,21.0,190.0
11607,B 0003- 00183292,24/02/2023,Cliente: Consumidor Final (1),23,1,Parliament Box,670.0,21.0,670.0
11608,B 0003- 00183293,24/02/2023,Cliente: Consumidor Final (1),7893899,1,Marlboro fusion blast box,550.0,21.0,550.0
11609,B 0003- 00183294,24/02/2023,Cliente: Billetera (23),7893417,2,Stella Artois lata 473 cm,480.0,21.0,960.0
11610,B 0003- 00183294,24/02/2023,Cliente: Billetera (23),3512,2,Topline 7 Menta,110.0,21.0,220.0
11611,B 0003- 00183295,24/02/2023,Cliente: Consumidor Final (1),9540735,1,Lucky box convertible 20,540.0,21.0,540.0
11612,B 0003- 00183296,24/02/2023,Cliente: Consumidor Final (1),3502,1,Cafe jarra,190.0,21.0,190.0
11613,B 0003- 00183297,24/02/2023,Cliente: Consumidor Final (1),7894107,1,Schneider Lata 473ml,330.0,21.0,330.0
11614,B 0003- 00183297,24/02/2023,Cliente: Consumidor Final (1),7894348,1,Lina con alas,285.0,21.0,285.0
11615,B 0003- 00183297,24/02/2023,Cliente: Consumidor Final (1),7893575,1,Lata Heineken 473 cm3,510.0,21.0,510.0
11616,B 0003- 00183298,24/02/2023,Cliente: Consumidor Final (1),3527,1,Mini bic,190.0,21.0,190.0
11617,B 0003- 00183299,24/02/2023,Cliente: Consumidor Final (1),7895023,1,Leche entera Tregar,320.0,21.0,320.0
11618,B 0003- 00183300,24/02/2023,Cliente: Consumidor Final (1),7894735,2,Santa Fe Lata 473cc,350.0,21.0,700.0
11619,B 0003- 00183301,24/02/2023,Cliente: Consumidor Final (1),9540415,2,Corona 710cm Grande,810.0,21.0,1620.0
11620,B 0003- 00183301,24/02/2023,Cliente: Consumidor Final (1),6017,1,papas lays x 94 grs,570.0,21.0,570.0
11621,B 0003- 00183301,24/02/2023,Cliente: Consumidor Final (1),7893575,1,Lata Heineken 473 cm3,510.0,21.0,510.0
11622,B 0003- 00183302,24/02/2023,Cliente: Consumidor Final (1),20,1,Marlboro 10,350.0,10.5,350.0
11623,B 0003- 00183302,24/02/2023,Cliente: Consumidor Final (1),3517,1,Encendedor Candela,110.0,21.0,110.0
11624,B 0003- 00183303,24/02/2023,Cliente: QR Nico (21),3021,1,"sanguche milanesa jamon, queso casero",470.0,21.0,470.0
11625,B 0003- 00183303,24/02/2023,Cliente: QR Nico (21),7893753,2,Brahma lata 473ml,320.0,21.0,640.0
11626,B 0003- 00183303,24/02/2023,Cliente: QR Nico (21),6765,1,Saladix barbacoa 100g,250.0,21.0,250.0
11627,B 0003- 00183304,24/02/2023,Cliente: Consumidor Final (1),7894735,2,Santa Fe Lata 473cc,350.0,21.0,700.0
11628,B 0003- 00183304,24/02/2023,Cliente: Consumidor Final (1),213,1,lays asado 85g,250.0,21.0,250.0
11629,B 0003- 00183305,24/02/2023,Cliente: Consumidor Final (1),7791485,2,soda social tapa rosca x 2.25lts,160.0,21.0,320.0
11630,B 0003- 00183306,24/02/2023,Cliente: Consumidor Final (1),6740,3,Imperial Golden 1L,660.0,21.0,1980.0
11631,B 0003- 00183306,24/02/2023,Cliente: Consumidor Final (1),213,1,lays asado 85g,250.0,21.0,250.0
11632,B 0003- 00183307,24/02/2023,Cliente: Consumidor Final (1),140,2,Andes Rubia lata 500,340.0,21.0,680.0
11633,B 0003- 00183307,24/02/2023,Cliente: Consumidor Final (1),7893417,2,Stella Artois lata 473 cm,480.0,21.0,960.0
11634,B 0003- 00183308,24/02/2023,Cliente: Consumidor Final (1),7894730,1,7UP 250 cc,180.0,21.0,180.0
11635,B 0003- 00183308,24/02/2023,Cliente: Consumidor Final (1),7894208,1,7up sin azucar lata,130.0,21.0,130.0
11636,B 0003- 00183308,24/02/2023,Cliente: Consumidor Final (1),7893590,1,Mayonesa Natura 250cm,390.0,21.0,390.0
11637,B 0003- 00183309,24/02/2023,Cliente: Consumidor Final (1),9540740,1,Mirinda 2.25L,420.0,21.0,420.0
11638,B 0003- 00183310,24/02/2023,Cliente: Consumidor Final (1),7894735,6,Santa Fe Lata 473cc,350.0,21.0,2100.0
11639,B 0003- 00183311,24/02/2023,Cliente: Consumidor Final (1),3647,1,lucky clic cool 12,310.0,21.0,310.0
11640,B 0003- 00183312,24/02/2023,Cliente: Consumidor Final (1),900,1,Coca cola Zero 1500cc,520.0,21.0,520.0
11641,B 0003- 00183312,24/02/2023,Cliente: Consumidor Final (1),7894642,1,Halls free cherry,140.0,21.0,140.0
11642,B 0003- 00183313,24/02/2023,Cliente: QR Nico (21),7894735,1,Santa Fe Lata 473cc,350.0,21.0,350.0
11643,B 0003- 00183314,24/02/2023,Cliente: Consumidor Final (1),7894107,4,Schneider Lata 473ml,330.0,21.0,1320.0
11644,B 0003- 00183315,24/02/2023,Cliente: Consumidor Final (1),6600,1,"Levite Manzana Cero 1,5 lt",390.0,21.0,390.0
11645,B 0003- 00183316,24/02/2023,Cliente: Consumidor Final (1),7894266,1,Pehuamar maicitos 125g,460.0,21.0,460.0
11646,B 0003- 00183316,24/02/2023,Cliente: Consumidor Final (1),6619,1,Papas pedrin clasica  70g,300.0,21.0,300.0
11647,B 0003- 00183316,24/02/2023,Cliente: Consumidor Final (1),903,3,coca cola retornable 2000,510.0,21.0,1530.0
11648,B 0003- 00183317,24/02/2023,Cliente: Consumidor Final (1),6631,2,Andes IPA Lata 473cc,340.0,21.0,680.0
11649,B 0003- 00183318,24/02/2023,Cliente: Consumidor Final (1),7894176,1,Bon aqua 500 ml con gas,200.0,21.0,200.0
11650,B 0003- 00183318,24/02/2023,Cliente: Consumidor Final (1),7893417,1,Stella Artois lata 473 cm,480.0,21.0,480.0
11651,B 0003- 00183319,24/02/2023,Cliente: Billetera (23),6191,1,Pepsi 2L Retornable,430.0,21.0,430.0
11652,B 0003- 00183319,24/02/2023,Cliente: Billetera (23),85,1,Alfajor Block x 60 g,220.0,21.0,220.0
11653,B 0003- 00183320,24/02/2023,Cliente: Consumidor Final (1),7791419,1,Heineken Ret x 1L,1000.0,21.0,1000.0
11654,B 0003- 00183321,24/02/2023,Cliente: Consumidor Final (1),7893853,1,La yapa 17g,50.0,21.0,50.0
11655,B 0003- 00183321,24/02/2023,Cliente: Consumidor Final (1),1,5,Caramelos (alka 3*10 super 2*10 butter 30),10.0,21.0,50.0
11656,B 0003- 00183322,24/02/2023,Cliente: Consumidor Final (1),903,1,coca cola retornable 2000,510.0,21.0,510.0
11657,B 0003- 00183323,24/02/2023,Cliente: Billetera (23),3647,1,lucky clic cool 12,310.0,21.0,310.0
11658,B 0003- 00183323,24/02/2023,Cliente: Billetera (23),7893428,1,Crema de Leche Tregar 200cc,390.0,21.0,390.0
11659,B 0003- 00183324,24/02/2023,Cliente: Consumidor Final (1),6803,1,Levite Naranja 500c,190.0,21.0,190.0
11660,B 0003- 00183325,24/02/2023,Cliente: Consumidor Final (1),7791353,2,Beldent Menta Fuerte,115.0,21.0,230.0
11661,B 0003- 00183326,24/02/2023,Cliente: Consumidor Final (1),926,1,Paso de los Toros Tónica 1.500 cc,480.0,21.0,480.0
11662,B 0003- 00183326,24/02/2023,Cliente: Consumidor Final (1),979,2,Brahma 970cc,580.0,21.0,1160.0
11663,B 0003- 00183327,24/02/2023,Cliente: Consumidor Final (1),1559,1,Bizcochos Salados Don Satur 200 gr,190.0,21.0,190.0
11664,B 0003- 00183328,24/02/2023,Cliente: Billetera (23),897,1,Coca Cola 1000 cc,360.0,21.0,360.0
11665,B 0003- 00183329,24/02/2023,Cliente: Consumidor Final (1),20,1,Marlboro 10,350.0,10.5,350.0
