,n_comprobante,fecha,cliente,codigo,cantidad,descripcion,p_unitario,iva,precio_final,rubro
16636,B 0003- 00186274,2023-03-17,Cliente: Consumidor Final (1),7893486,2,Turron Nevares,50.0,21.0,100.0,golosinas
16637,B 0003- 00186275,2023-03-17,Cliente: Consumidor Final (1),3647,1,lucky clic cool 12,360.0,21.0,360.0,cigarrillos
16638,B 0003- 00186275,2023-03-17,Cliente: Consumidor Final (1),1,4,Caramelos (alka 3*10 super 2*10 butter 30),10.0,21.0,40.0,caramelos (32)
16639,B 0003- 00186276,2023-03-17,Cliente: Consumidor Final (1),1665,1,Choclatada Baggio Latte 200cc,185.0,21.0,185.0,lacteos (28)
16640,B 0003- 00186277,2023-03-17,Cliente: Consumidor Final (1),7893711,2,energizante monster 473 cc,420.0,21.0,840.0,energizantes (314)
16641,B 0003- 00186278,2023-03-17,Cliente: Consumidor Final (1),1683,1,Gatorade Naranja 500cc,370.0,21.0,370.0,pepsi (309)
16642,B 0003- 00186279,2023-03-17,Cliente: Consumidor Final (1),9540815,1,Beldent fresh sparks,110.0,21.0,110.0,chiclets (6)
16643,B 0003- 00186280,2023-03-17,Cliente: Consumidor Final (1),903,1,coca cola retornable 2000,510.0,21.0,510.0,coca cola (308)
16644,B 0003- 00186281,2023-03-17,Cliente: Consumidor Final (1),7791604,1,Alfajor Sin Culpa Negro,200.0,21.0,200.0,alfajores (5)
16645,B 0003- 00186281,2023-03-17,Cliente: Consumidor Final (1),1,10,Caramelos (alka 3*10 super 2*10 butter 30),10.0,21.0,100.0,caramelos (32)
16646,B 0003- 00186281,2023-03-17,Cliente: Consumidor Final (1),1519,1,Pack x4 Triples Migamax,460.0,21.0,460.0,sandwich (1.500)
16647,B 0003- 00186281,2023-03-17,Cliente: Consumidor Final (1),3503,1,Cafe doble o con leche,210.0,21.0,210.0,comida (30)
16648,B 0003- 00186282,2023-03-17,Cliente: Consumidor Final (1),3647,1,lucky clic cool 12,360.0,21.0,360.0,cigarrillos
16649,B 0003- 00186283,2023-03-17,Cliente: Billetera (23),896,1,Coca Cola 500cc,230.0,21.0,230.0,coca cola (308)
16650,B 0003- 00186283,2023-03-17,Cliente: Billetera (23),68,1,PIZZA RUCULA/3QUESOS/ANANA/POLLO,530.0,21.0,530.0,comida (30)
16651,B 0003- 00186284,2023-03-17,Cliente: Consumidor Final (1),21,1,Philip Morris KS,550.0,10.5,550.0,cigarrillos
16652,B 0003- 00186284,2023-03-17,Cliente: Consumidor Final (1),1,3,Caramelos (alka 3*10 super 2*10 butter 30),10.0,21.0,30.0,caramelos (32)
16653,B 0003- 00186285,2023-03-17,Cliente: Billetera (23),3504,1,Desayuno con 2 facturas/ 1 tostada,370.0,21.0,370.0,comida (30)
16654,B 0003- 00186286,2023-03-17,Cliente: Billetera (23),9540531,1,Ayudin Clasica 1l,220.0,21.0,220.0,articulos de limpieza (17)
16655,B 0003- 00186286,2023-03-17,Cliente: Billetera (23),6722,1,Lincoln Clasica 153g,240.0,21.0,240.0,galletitas (9)
16656,B 0003- 00186287,2023-03-17,Cliente: Consumidor Final (1),897,1,Coca Cola 1000 cc,360.0,21.0,360.0,coca cola (308)
16657,B 0003- 00186287,2023-03-17,Cliente: Consumidor Final (1),899,1,Coca Cola 1500 cc,520.0,21.0,520.0,coca cola (308)
16658,B 0003- 00186288,2023-03-17,Cliente: Consumidor Final (1),3505,2,Medialuna/Bizcocho,110.0,21.0,220.0,9999
16659,B 0003- 00186289,2023-03-17,Cliente: Consumidor Final (1),1,6,Caramelos (alka 3*10 super 2*10 butter 30),10.0,21.0,60.0,caramelos (32)
16660,B 0003- 00186290,2023-03-17,Cliente: Consumidor Final (1),7894644,1,gatorade frutos tropicales 500,370.0,21.0,370.0,pepsi (309)
16661,B 0003- 00186290,2023-03-17,Cliente: Consumidor Final (1),6041,1,Gatorade Manzana 1.250 cc,750.0,21.0,750.0,pepsi (309)
16662,B 0003- 00186291,2023-03-17,Cliente: Consumidor Final (1),7893915,1,Cunnington Pomelo/Tonica 1.5l,280.0,21.0,280.0,9999
16663,B 0003- 00186292,2023-03-17,Cliente: Consumidor Final (1),910,1,Fanta 500 cc,220.0,21.0,220.0,coca cola (308)
16664,B 0003- 00186293,2023-03-17,Cliente: Consumidor Final (1),7893551,1,Aquarius Manzana 500ml,180.0,21.0,180.0,coca cola (308)
16665,B 0003- 00186294,2023-03-17,Cliente: Consumidor Final (1),905,1,Sprite 500cc,220.0,21.0,220.0,coca cola (308)
16666,B 0003- 00186294,2023-03-17,Cliente: Consumidor Final (1),15,2,Adicional desayuno,5.0,21.0,10.0,comida (30)
16667,B 0003- 00186295,2023-03-17,Cliente: Consumidor Final (1),903,1,coca cola retornable 2000,510.0,21.0,510.0,coca cola (308)
16668,B 0003- 00186296,2023-03-17,Cliente: Billetera (23),1518,1,Bandeja x12 simples Migamax,540.0,21.0,540.0,sandwich (1.500)
16669,B 0003- 00186296,2023-03-17,Cliente: Billetera (23),7894644,1,gatorade frutos tropicales 500,370.0,21.0,370.0,pepsi (309)
16670,B 0003- 00186297,2023-03-17,Cliente: QR Nico (21),7893915,1,Cunnington Pomelo/Tonica 1.5l,280.0,21.0,280.0,9999
16671,B 0003- 00186297,2023-03-17,Cliente: QR Nico (21),6003,1,vodka SERNOVA 700ml,1640.0,21.0,1640.0,bebidas alcoholicas (23)
16672,B 0003- 00186297,2023-03-17,Cliente: QR Nico (21),6611,2,Speed 500ML,390.0,21.0,780.0,energizantes (314)
16673,B 0003- 00186298,2023-03-17,Cliente: Consumidor Final (1),9540735,1,Lucky box convertible 20,620.0,21.0,620.0,cigarrillos
16674,B 0003- 00186298,2023-03-17,Cliente: Consumidor Final (1),7893753,1,Brahma lata 473ml,360.0,21.0,360.0,quilmes (312)
16675,B 0003- 00186298,2023-03-17,Cliente: Consumidor Final (1),6613,2,serranas 112g,130.0,21.0,260.0,9999
16676,B 0003- 00186299,2023-03-17,Cliente: Consumidor Final (1),3512,1,Topline 7 Menta,130.0,21.0,130.0,chiclets (6)
16677,B 0003- 00186299,2023-03-17,Cliente: Consumidor Final (1),1683,1,Gatorade Naranja 500cc,370.0,21.0,370.0,pepsi (309)
16678,B 0003- 00186300,2023-03-17,Cliente: Consumidor Final (1),896,1,Coca Cola 500cc,230.0,21.0,230.0,coca cola (308)
16679,B 0003- 00186301,2023-03-17,Cliente: Billetera (23),3021,1,"sanguche milanesa jamon, queso casero",470.0,21.0,470.0,9999
16680,B 0003- 00186301,2023-03-17,Cliente: Billetera (23),7893711,1,energizante monster 473 cc,420.0,21.0,420.0,energizantes (314)
16681,B 0003- 00186302,2023-03-17,Cliente: Consumidor Final (1),6726,2, Energizer AAA por unidad,310.0,21.0,620.0,pilas (19)
16682,B 0003- 00186303,2023-03-17,Cliente: Consumidor Final (1),57,2,Mogul Rollo,100.0,21.0,200.0,golosinas
16683,B 0003- 00186303,2023-03-17,Cliente: Consumidor Final (1),7791330,1,Pico Dulce,40.0,21.0,40.0,golosinas
16684,B 0003- 00186304,2023-03-17,Cliente: Consumidor Final (1),2,3,Cigarrillos Suelto lucky,30.0,21.0,90.0,cigarrillos
16685,B 0003- 00186305,2023-03-17,Cliente: Consumidor Final (1),9540754,1,"agua social  2,25",180.0,21.0,180.0,agua mineral (21)
16686,B 0003- 00186305,2023-03-17,Cliente: Consumidor Final (1),975,1,Stella Artois 975cc,890.0,21.0,890.0,quilmes (312)
16687,B 0003- 00186306,2023-03-17,Cliente: Consumidor Final (1),6340,1,Philip Morris Caps 10,350.0,21.0,350.0,cigarrillos
16688,B 0003- 00186307,2023-03-17,Cliente: Consumidor Final (1),6603,1,Sprite lata 310 cc,180.0,21.0,180.0,coca cola (308)
16689,B 0003- 00186308,2023-03-17,Cliente: QR Nico (21),7893870,1,3D por 43g,290.0,21.0,290.0,lays (24)
16690,B 0003- 00186308,2023-03-17,Cliente: QR Nico (21),3666,1,Speed Chico 250cc,270.0,21.0,270.0,energizantes (314)
16691,B 0003- 00186308,2023-03-17,Cliente: QR Nico (21),3021,1,"sanguche milanesa jamon, queso casero",470.0,21.0,470.0,9999
16692,B 0003- 00186308,2023-03-17,Cliente: QR Nico (21),7893809,1,Menthoplus Acidos blackcherry,125.0,21.0,125.0,caramelos (32)
16693,B 0003- 00186309,2023-03-17,Cliente: Consumidor Final (1),896,2,Coca Cola 500cc,250.0,21.0,500.0,coca cola (308)
16694,B 0003- 00186310,2023-03-17,Cliente: Consumidor Final (1),974,1,yogur con cereal clasico serenisima,270.0,21.0,270.0,lacteos (28)
16695,B 0003- 00186310,2023-03-17,Cliente: Consumidor Final (1),1018,1,preservativos tulipan clasico,390.0,21.0,390.0,preservativos (27)
16696,B 0003- 00186310,2023-03-17,Cliente: Consumidor Final (1),7791357,2,Marroc bocadito,80.0,21.0,160.0,golosinas
16697,B 0003- 00186311,2023-03-17,Cliente: Consumidor Final (1),7893532,1,Powerade Frutas Tropicales 995 ml,450.0,21.0,450.0,9999
16698,B 0003- 00186312,2023-03-17,Cliente: Consumidor Final (1),7894859,1,alfajor sin culpa frutos rojos,165.0,21.0,165.0,alfajores (5)
16699,B 0003- 00186312,2023-03-17,Cliente: Consumidor Final (1),1669,1,yogur firme vainilla  190g,210.0,21.0,210.0,lacteos (28)
16700,B 0003- 00186312,2023-03-17,Cliente: Consumidor Final (1),975,1,Stella Artois 975cc,890.0,21.0,890.0,quilmes (312)
16701,B 0003- 00186313,2023-03-17,Cliente: QR Nico (21),7893428,2,Crema de Leche Tregar 200cc,430.0,21.0,860.0,lacteos (28)
16702,B 0003- 00186314,2023-03-17,Cliente: Consumidor Final (1),9540603,1,Mogul Extreme Sandia,165.0,21.0,165.0,golosinas
16703,B 0003- 00186315,2023-03-17,Cliente: Consumidor Final (1),14,1,Lucky Strike 12,360.0,10.5,360.0,cigarrillos
16704,B 0003- 00186316,2023-03-17,Cliente: Consumidor Final (1),903,1,coca cola retornable 2000,550.0,21.0,550.0,coca cola (308)
16705,B 0003- 00186317,2023-03-17,Cliente: Consumidor Final (1),7791710,1,Bandeja alfajor chocolate casita dulce,510.0,21.0,510.0,9999
16706,B 0003- 00186317,2023-03-17,Cliente: Consumidor Final (1),6613,1,serranas 112g,130.0,21.0,130.0,9999
16707,B 0003- 00186317,2023-03-17,Cliente: Consumidor Final (1),931,1,7UP Free 1.500cc,480.0,21.0,480.0,pepsi (309)
16708,B 0003- 00186317,2023-03-17,Cliente: Consumidor Final (1),24,1,Marlboro Gold,700.0,10.5,700.0,cigarrillos
16709,B 0003- 00186318,2023-03-17,Cliente: Consumidor Final (1),8,1,Oblea Bon o Bon,155.0,21.0,155.0,golosinas
16710,B 0003- 00186319,2023-03-17,Cliente: Consumidor Final (1),7895012,1,Lays queso crema y cebolla 85g,575.0,21.0,575.0,lays (24)
16711,B 0003- 00186319,2023-03-17,Cliente: Consumidor Final (1),975,1,Stella Artois 975cc,890.0,21.0,890.0,quilmes (312)
16712,B 0003- 00186320,2023-03-17,Cliente: Consumidor Final (1),7893779,1,Pipas Gigantes,130.0,21.0,130.0,almacen (15)
16713,B 0003- 00186321,2023-03-17,Cliente: Consumidor Final (1),6631,2,Andes IPA Lata 473cc,380.0,21.0,760.0,quilmes (312)
16714,B 0003- 00186321,2023-03-17,Cliente: Consumidor Final (1),6674,2,imperial rubia lata,400.0,21.0,800.0,cervezas (26)
16715,B 0003- 00186322,2023-03-17,Cliente: Consumidor Final (1),1,20,Caramelos (alka 3*10 super 2*10 butter 30),10.0,21.0,200.0,caramelos (32)
16716,B 0003- 00186323,2023-03-17,Cliente: Consumidor Final (1),7791357,1,Marroc bocadito,80.0,21.0,80.0,golosinas
16717,B 0003- 00186323,2023-03-17,Cliente: Consumidor Final (1),7893899,3,Marlboro fusion blast box,630.0,21.0,1890.0,cigarrillos
16718,B 0003- 00186324,2023-03-17,Cliente: Consumidor Final (1),896,1,Coca Cola 500cc,250.0,21.0,250.0,coca cola (308)
16719,B 0003- 00186325,2023-03-17,Cliente: Consumidor Final (1),878,1,Sonrisas 118g,230.0,21.0,230.0,galletitas (9)
16720,B 0003- 00186325,2023-03-17,Cliente: Consumidor Final (1),7893550,1,Aquarius Pomelo 500ml,250.0,21.0,250.0,coca cola (308)
16721,B 0003- 00186326,2023-03-17,Cliente: Consumidor Final (1),934,1,Villavicencio Sport 750cc,290.0,21.0,290.0,levite (310)
16722,B 0003- 00186327,2023-03-17,Cliente: Agus (24),899,1,Coca Cola 1500 cc,580.0,21.0,580.0,coca cola (308)
16723,B 0003- 00186327,2023-03-17,Cliente: Agus (24),6307,1,Twistos horneados Queso  100g,550.0,21.0,550.0,lays (24)
16724,B 0003- 00186327,2023-03-17,Cliente: Agus (24),7894758,1,soda social SIFON descartable,250.0,21.0,250.0,agua mineral (21)
16725,B 0003- 00186328,2023-03-17,Cliente: Consumidor Final (1),7894781,1,Guaymallen simple chocolate,65.0,21.0,65.0,9999
16726,B 0003- 00186328,2023-03-17,Cliente: Consumidor Final (1),9540804,2,Clight naranja dulce,85.0,21.0,170.0,almacen (15)
16727,B 0003- 00186329,2023-03-17,Cliente: Billetera (23),6042,1,Gatorade Frutas Tropicales 1.25cc,750.0,21.0,750.0,pepsi (309)
16728,B 0003- 00186330,2023-03-17,Cliente: Consumidor Final (1),1512,1,Pebete Salame y Queso Migamax,390.0,21.0,390.0,sandwich (1.500)
16729,B 0003- 00186330,2023-03-17,Cliente: Consumidor Final (1),6492,1,Coca cola Zero lata 310 ml,210.0,21.0,210.0,coca cola (308)
16730,B 0003- 00186331,2023-03-17,Cliente: Consumidor Final (1),7894158,1,Levite mango 1.5 lts,420.0,21.0,420.0,9999
16731,B 0003- 00186332,2023-03-17,Cliente: Billetera (23),6492,1,Coca cola Zero lata 310 ml,210.0,21.0,210.0,coca cola (308)
16732,B 0003- 00186332,2023-03-17,Cliente: Billetera (23),997,1,alfajor sin culpa maicena 70g,230.0,21.0,230.0,alfajores (5)
16733,B 0003- 00186333,2023-03-17,Cliente: Consumidor Final (1),7893758,1,Lucky Strike red mix 20,630.0,21.0,630.0,9999
16734,B 0003- 00186334,2023-03-17,Cliente: Consumidor Final (1),1516,1,Triple Grande Migamax,450.0,21.0,450.0,sandwich (1.500)
16735,B 0003- 00186334,2023-03-17,Cliente: Consumidor Final (1),9541028,1,levite sabor mango 500c,200.0,21.0,200.0,levite (310)
16736,B 0003- 00186334,2023-03-17,Cliente: Consumidor Final (1),21,1,Philip Morris KS,550.0,10.5,550.0,cigarrillos
16737,B 0003- 00186335,2023-03-17,Cliente: Consumidor Final (1),1624,1,Coca Cola Zero x 500 cc,250.0,21.0,250.0,coca cola (308)
16738,B 0003- 00186335,2023-03-17,Cliente: Consumidor Final (1),3512,1,Topline 7 Menta,130.0,21.0,130.0,chiclets (6)
16739,B 0003- 00186335,2023-03-17,Cliente: Consumidor Final (1),7791330,1,Pico Dulce,40.0,21.0,40.0,golosinas
16740,B 0003- 00186336,2023-03-17,Cliente: Consumidor Final (1),9540735,1,Lucky box convertible 20,620.0,21.0,620.0,cigarrillos
16741,B 0003- 00186336,2023-03-17,Cliente: Consumidor Final (1),7894599,1,Menthoplus acido manzana,110.0,21.0,110.0,caramelos (32)
16742,B 0003- 00186337,2023-03-17,Cliente: Consumidor Final (1),9540451,1,Agua sierra de los padres 600ml,160.0,21.0,160.0,agua mineral (21)
16743,B 0003- 00186338,2023-03-17,Cliente: Consumidor Final (1),896,2,Coca Cola 500cc,250.0,21.0,500.0,coca cola (308)
16744,B 0003- 00186338,2023-03-17,Cliente: Consumidor Final (1),98,1,Guaymallen Negro,110.0,21.0,110.0,alfajores (5)
16745,B 0003- 00186339,2023-03-17,Cliente: Consumidor Final (1),1561,1,Opera 55g,150.0,21.0,150.0,galletitas (9)
16746,B 0003- 00186340,2023-03-17,Cliente: Consumidor Final (1),1665,1,Choclatada Baggio Latte 200cc,185.0,21.0,185.0,lacteos (28)
16747,B 0003- 00186341,2023-03-17,Cliente: QR Nico (21),907,1,Sprite 1500cc,580.0,21.0,580.0,coca cola (308)
16748,B 0003- 00186342,2023-03-17,Cliente: Consumidor Final (1),3021,1,"sanguche milanesa jamon, queso casero",470.0,21.0,470.0,9999
16749,B 0003- 00186343,2023-03-17,Cliente: QR Nico (21),1672,1,Monster Mango Loco 473ml,480.0,21.0,480.0,energizantes (314)
16750,B 0003- 00186344,2023-03-17,Cliente: Consumidor Final (1),1672,1,Monster Mango Loco 473ml,480.0,21.0,480.0,energizantes (314)
16751,B 0003- 00186345,2023-03-17,Cliente: Consumidor Final (1),3021,3,"sanguche milanesa jamon, queso casero",470.0,21.0,1410.0,9999
16752,B 0003- 00186345,2023-03-17,Cliente: Consumidor Final (1),899,1,Coca Cola 1500 cc,580.0,21.0,580.0,coca cola (308)
16753,B 0003- 00186346,2023-03-17,Cliente: Consumidor Final (1),3502,1,Cafe jarra,190.0,21.0,190.0,comida (30)
16754,B 0003- 00186347,2023-03-17,Cliente: Consumidor Final (1),1723,1,topline fruta,50.0,21.0,50.0,chiclets (6)
16755,B 0003- 00186348,2023-03-17,Cliente: Consumidor Final (1),173,1,Cofler Block x38g,190.0,21.0,190.0,chocolates (4)
16756,B 0003- 00186349,2023-03-17,Cliente: Consumidor Final (1),3502,4,Cafe jarra,190.0,21.0,760.0,comida (30)
16757,B 0003- 00186349,2023-03-17,Cliente: Consumidor Final (1),1669,1,yogur firme vainilla  190g,210.0,21.0,210.0,lacteos (28)
16758,B 0003- 00186349,2023-03-17,Cliente: Consumidor Final (1),3505,3,Medialuna/Bizcocho,110.0,21.0,330.0,9999
16759,B 0003- 00186349,2023-03-17,Cliente: Consumidor Final (1),77,1,Alfajor bon o bon simple blanco 40g,160.0,21.0,160.0,alfajores (5)
16760,B 0003- 00186350,2023-03-17,Cliente: Consumidor Final (1),928,1,7up 1500 cc,480.0,21.0,480.0,pepsi (309)
16761,B 0003- 00186350,2023-03-17,Cliente: Consumidor Final (1),1669,1,yogur firme vainilla  190g,210.0,21.0,210.0,lacteos (28)
16762,B 0003- 00186350,2023-03-17,Cliente: Consumidor Final (1),997,1,alfajor sin culpa maicena 70g,230.0,21.0,230.0,alfajores (5)
16763,B 0003- 00186351,2023-03-17,Cliente: Consumidor Final (1),7791709,1,Bandeja alfajor maicena casita dulce,510.0,21.0,510.0,9999
16764,B 0003- 00186352,2023-03-17,Cliente: Consumidor Final (1),7893551,1,Aquarius Manzana 500ml,250.0,21.0,250.0,coca cola (308)
16765,B 0003- 00186352,2023-03-17,Cliente: Consumidor Final (1),1672,1,Monster Mango Loco 473ml,480.0,21.0,480.0,energizantes (314)
16766,B 0003- 00186352,2023-03-17,Cliente: Consumidor Final (1),9541128,1,Mogul extreme Rocks,170.0,21.0,170.0,9999
16767,B 0003- 00186352,2023-03-17,Cliente: Consumidor Final (1),1,10,Caramelos (alka 3*10 super 2*10 butter 30),10.0,21.0,100.0,caramelos (32)
16768,B 0003- 00186353,2023-03-17,Cliente: Consumidor Final (1),9540451,2,Agua sierra de los padres 600ml,160.0,21.0,320.0,agua mineral (21)
16769,B 0003- 00186354,2023-03-17,Cliente: Consumidor Final (1),2,3,Cigarrillos Suelto lucky,30.0,21.0,90.0,cigarrillos
16770,B 0003- 00186355,2023-03-17,Cliente: Consumidor Final (1),7895085,1,MANITOON QUESO CHICO,170.0,21.0,170.0,snack (306)
16771,B 0003- 00186355,2023-03-17,Cliente: Consumidor Final (1),7894679,1,Lays clasicas 45grs,290.0,21.0,290.0,lays (24)
16772,B 0003- 00186355,2023-03-17,Cliente: Consumidor Final (1),1032,1,pronto shake,310.0,21.0,310.0,bebidas alcoholicas (23)
16773,B 0003- 00186356,2023-03-17,Cliente: Consumidor Final (1),910,1,Fanta 500 cc,220.0,21.0,220.0,coca cola (308)
16774,B 0003- 00186357,2023-03-17,Cliente: Consumidor Final (1),18,1,MARLBORO KS,620.0,10.5,620.0,cigarrillos
16775,B 0003- 00186358,2023-03-17,Cliente: QR Nico (21),6074,1,Doritos 85g,630.0,21.0,630.0,lays (24)
16776,B 0003- 00186359,2023-03-17,Cliente: Consumidor Final (1),934,1,Villavicencio Sport 750cc,290.0,21.0,290.0,levite (310)
16777,B 0003- 00186360,2023-03-17,Cliente: Consumidor Final (1),7894591,1,chesterfield ks 20,460.0,21.0,460.0,cigarrillos
16778,B 0003- 00186360,2023-03-17,Cliente: Consumidor Final (1),1703,1,menthoplus mentol,100.0,21.0,100.0,caramelos (32)
16779,B 0003- 00186361,2023-03-17,Cliente: Consumidor Final (1),7898286,2,Baggio fresh liviano naranja dulce,290.0,21.0,580.0,aguas saborizadas (20)
16780,B 0003- 00186362,2023-03-17,Cliente: Consumidor Final (1),7893486,2,Turron Nevares,50.0,21.0,100.0,golosinas
16781,B 0003- 00186363,2023-03-17,Cliente: Consumidor Final (1),14,1,Lucky Strike 12,360.0,10.5,360.0,cigarrillos
16782,B 0003- 00186364,2023-03-17,Cliente: Consumidor Final (1),9540531,1,Ayudin Clasica 1l,220.0,21.0,220.0,articulos de limpieza (17)
16783,B 0003- 00186365,2023-03-17,Cliente: Consumidor Final (1),1518,2,Bandeja x12 simples Migamax,540.0,21.0,1080.0,sandwich (1.500)
16784,B 0003- 00186365,2023-03-17,Cliente: Consumidor Final (1),243,2,prime super fino,550.0,21.0,1100.0,preservativos (27)
16785,B 0003- 00186365,2023-03-17,Cliente: Consumidor Final (1),7893621,2,Gillette Prestobarba x2,290.0,21.0,580.0,perfumeria (16)
16786,B 0003- 00186366,2023-03-17,Cliente: Consumidor Final (1),1,4,Caramelos (alka 3*10 super 2*10 butter 30),10.0,21.0,40.0,caramelos (32)
16787,B 0003- 00186366,2023-03-17,Cliente: Consumidor Final (1),3647,1,lucky clic cool 12,360.0,21.0,360.0,cigarrillos
16788,B 0003- 00186367,2023-03-17,Cliente: Consumidor Final (1),242,1,prime extra lubricado,550.0,21.0,550.0,preservativos (27)
16789,B 0003- 00186367,2023-03-17,Cliente: Consumidor Final (1),248,1,prime ultra fino,550.0,21.0,550.0,preservativos (27)
16790,B 0003- 00186367,2023-03-17,Cliente: Consumidor Final (1),7893575,2,Lata Heineken 473 cm3,510.0,21.0,1020.0,cervezas (26)
16791,B 0003- 00186368,2023-03-17,Cliente: Consumidor Final (1),1665,1,Choclatada Baggio Latte 200cc,185.0,21.0,185.0,lacteos (28)
16792,B 0003- 00186368,2023-03-17,Cliente: Consumidor Final (1),3021,1,"sanguche milanesa jamon, queso casero",470.0,21.0,470.0,9999
16793,B 0003- 00186368,2023-03-17,Cliente: Consumidor Final (1),7895016,1,Imperial IPA 1 LITRO,710.0,21.0,710.0,cervezas (26)
16794,B 0003- 00186369,2023-03-17,Cliente: Consumidor Final (1),7894599,1,Menthoplus acido manzana,110.0,21.0,110.0,caramelos (32)
16795,B 0003- 00186369,2023-03-17,Cliente: Consumidor Final (1),3647,1,lucky clic cool 12,360.0,21.0,360.0,cigarrillos
16796,B 0003- 00186370,2023-03-17,Cliente: Consumidor Final (1),14,1,Lucky Strike 12,360.0,10.5,360.0,cigarrillos
16797,B 0003- 00186371,2023-03-17,Cliente: QR Nico (21),7894735,5,Santa Fe Lata 473cc,350.0,21.0,1750.0,cervezas (26)
16798,B 0003- 00186372,2023-03-17,Cliente: Consumidor Final (1),992,1,quilmes lata sin alcohol 473cc,130.0,21.0,130.0,quilmes (312)
16799,B 0003- 00186373,2023-03-17,Cliente: Consumidor Final (1),31,1,lucky Strike 20KS,550.0,21.0,550.0,cigarrillos
16800,B 0003- 00186373,2023-03-17,Cliente: Consumidor Final (1),7894758,2,soda social SIFON descartable,250.0,21.0,500.0,agua mineral (21)
16801,B 0003- 00186374,2023-03-17,Cliente: Consumidor Final (1),9540942,1,levite fizz pomelo 575ml,170.0,21.0,170.0,levite (310)
16802,B 0003- 00186375,2023-03-17,Cliente: Consumidor Final (1),979,1,Brahma 970cc,580.0,21.0,580.0,quilmes (312)
16803,B 0003- 00186376,2023-03-17,Cliente: Billetera (23),65,2,PIZZA ESPECIAL/MUZZA/NAPO/CANTI/ROQUE,510.0,21.0,1020.0,comida (30)
16804,B 0003- 00186377,2023-03-17,Cliente: Consumidor Final (1),9540451,1,Agua sierra de los padres 600ml,160.0,21.0,160.0,agua mineral (21)
16805,B 0003- 00186377,2023-03-17,Cliente: Consumidor Final (1),1,4,Caramelos (alka 3*10 super 2*10 butter 30),10.0,21.0,40.0,caramelos (32)
16806,B 0003- 00186378,2023-03-17,Cliente: Consumidor Final (1),7894735,1,Santa Fe Lata 473cc,350.0,21.0,350.0,cervezas (26)
